ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,is_illiquid,spread,relative_spread,moneyness,moneyness_pct,moneyness_cat,phase,days_from_apr2,realised_vol
CAT,2025-05-08,CAT250815C00185000,CAT,2025-08-15 20:00:00,call,185,2024-08-19 13:30:00,99,2025-05-08 20:00:00,139.5,26,141.3,143.1,19,165.0,2,0,True,139.25,2.05,324.25,False,3.5999999999999943,0.0254777070063693,0.5705474171164225,-42.94525828835775,ITM,2,36,0.2965123593774978
CAT,2025-05-08,CAT250815C00190000,CAT,2025-08-15 20:00:00,call,190,2024-08-19 13:30:00,99,2025-05-08 20:00:00,134.75,20,136.475,138.2,19,0.0,0,0,True,134.25,2.225,324.25,False,3.4499999999999886,0.0252793551932587,0.5859676175790285,-41.403238242097146,ITM,2,36,0.2965123593774978
CAT,2025-05-08,CAT250815C00195000,CAT,2025-08-15 20:00:00,call,195,2024-08-19 13:30:00,99,2025-05-08 20:00:00,130.4,19,131.825,133.25,21,189.0,7,0,True,129.25,2.575,324.25,False,2.8499999999999943,0.0216195714014791,0.6013878180416345,-39.86121819583654,ITM,2,36,0.2965123593774978
CAT,2025-05-08,CAT250815C00200000,CAT,2025-08-15 20:00:00,call,200,2024-08-19 13:30:00,99,2025-05-08 20:00:00,125.0,18,126.7,128.4,19,0.0,0,0,True,124.25,2.45,324.25,False,3.4000000000000057,0.026835043409629,0.6168080185042406,-38.319198149575946,ITM,2,36,0.2965123593774978
CAT,2025-05-08,CAT250815C00210000,CAT,2025-08-15 20:00:00,call,210,2024-08-19 13:30:00,99,2025-05-08 20:00:00,115.25,19,116.975,118.7,19,88.4,1,0,True,114.25,2.725,324.25,False,3.450000000000003,0.0294934815131438,0.6476484194294526,-35.23515805705475,ITM,2,36,0.2965123593774978
CAT,2025-05-08,CAT250815C00220000,CAT,2025-08-15 20:00:00,call,220,2024-08-19 13:30:00,99,2025-05-08 20:00:00,105.8,20,107.325,108.85,20,131.65,2,0,True,104.25,3.075,324.25,False,3.049999999999997,0.0284183554623805,0.6784888203546646,-32.15111796453354,ITM,2,36,0.2965123593774978
CAT,2025-05-08,CAT250815C00230000,CAT,2025-08-15 20:00:00,call,230,2024-08-19 13:30:00,99,2025-05-08 20:00:00,96.15,19,97.7,99.25,19,66.7,0,0,True,94.25,3.45,324.25,False,3.0999999999999943,0.0317297850562947,0.7093292212798766,-29.067077872012337,ITM,2,36,0.2965123593774978
CAT,2025-05-08,CAT250815C00240000,CAT,2025-08-15 20:00:00,call,240,2024-08-19 13:30:00,99,2025-05-08 20:00:00,87.0,21,88.425,89.85,21,73.45,3,0,True,84.25,4.175,324.25,False,2.8499999999999943,0.0322307039864291,0.7401696222050886,-25.98303777949113,ITM,2,36,0.2965123593774978
CAT,2025-05-08,CAT250815C00250000,CAT,2025-08-15 20:00:00,call,250,2024-08-19 13:30:00,99,2025-05-08 20:00:00,77.65,16,79.1,80.55,21,55.8,4,0,True,74.25,4.85,324.25,False,2.8999999999999915,0.036662452591656,0.7710100231303006,-22.89899768696993,ITM,2,36,0.2965123593774978
CAT,2025-05-08,CAT250815C00260000,CAT,2025-08-15 20:00:00,call,260,2024-08-19 13:30:00,99,2025-05-08 20:00:00,68.75,24,70.1,71.45,31,70.55,5,0,True,64.25,5.85,324.25,False,2.700000000000003,0.0385164051355207,0.8018504240555128,-19.814957594448728,ITM,2,36,0.2965123593774978
