ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,is_illiquid,spread,relative_spread,moneyness,moneyness_pct,moneyness_cat,phase,days_from_apr2,realised_vol
CAT,2025-04-10,CAT250417C00252500,CAT,2025-04-17 20:00:00,call,252.5,2025-04-08 13:30:00,7,2025-04-10 20:00:00,36.7,5,38.125,39.55,5,0.0,0,0,True,36.66,1.465,289.16,False,2.8499999999999943,0.0747540983606556,0.8732189791119103,-12.67810208880897,ITM,2,8,
CAT,2025-04-10,CAT250417C00255000,CAT,2025-04-17 20:00:00,call,255.0,2025-04-07 13:30:00,7,2025-04-10 20:00:00,34.4,6,35.825,37.25,10,25.65,1,0,True,34.16,1.665,289.16,False,2.8500000000000014,0.0795533845080251,0.8818647115783649,-11.813528842163516,ITM,2,8,
CAT,2025-04-10,CAT250417C00257500,CAT,2025-04-17 20:00:00,call,257.5,2025-04-08 13:30:00,7,2025-04-10 20:00:00,32.1,7,33.6,35.1,8,21.25,9,0,True,31.66,1.94,289.16,False,3.0,0.0892857142857142,0.8905104440448194,-10.94895559551806,ITM,2,8,
CAT,2025-04-10,CAT250417C00260000,CAT,2025-04-17 20:00:00,call,260.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,29.85,8,31.375,32.9,8,33.5,13,9,True,29.16,2.215,289.16,False,3.049999999999997,0.0972111553784859,0.899156176511274,-10.084382348872603,ITM,2,8,
CAT,2025-04-10,CAT250417C00262500,CAT,2025-04-17 20:00:00,call,262.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,27.65,9,29.225,30.8,7,22.55,124,0,True,26.66,2.565,289.16,False,3.150000000000002,0.1077844311377246,0.9078019089777284,-9.219809102227147,ITM,2,8,
CAT,2025-04-10,CAT250417C00265000,CAT,2025-04-17 20:00:00,call,265.0,2025-04-07 13:30:00,7,2025-04-10 20:00:00,25.45,11,26.7,27.95,9,17.2,20,0,True,24.16,2.54,289.16,False,2.5,0.0936329588014981,0.9164476414441832,-8.355235855581693,ITM,2,8,
CAT,2025-04-10,CAT250417C00267500,CAT,2025-04-17 20:00:00,call,267.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,23.35,10,24.95,26.55,14,22.95,15,14,True,21.66,3.29,289.16,False,3.1999999999999997,0.128256513026052,0.9250933739106376,-7.490662608936237,ITM,2,8,
CAT,2025-04-10,CAT250417C00270000,CAT,2025-04-17 20:00:00,call,270.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,21.35,71,22.65,23.95,9,20.95,64,32,True,19.16,3.49,289.16,False,2.599999999999998,0.1147902869757173,0.9337391063770922,-6.626089362290781,ITM,2,8,
CAT,2025-04-10,CAT250417C00272500,CAT,2025-04-17 20:00:00,call,272.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,19.3,13,20.65,22.0,7,18.95,22,1,True,16.66,3.99,289.16,False,2.6999999999999997,0.1307506053268765,0.9423848388435468,-5.761516115645326,ITM,2,8,
CAT,2025-04-10,CAT250417C00275000,CAT,2025-04-17 20:00:00,call,275.0,2025-04-07 13:30:00,7,2025-04-10 20:00:00,17.35,7,18.975,20.6,7,17.1,24,1,True,14.16,4.815,289.16,False,3.25,0.1712779973649538,0.9510305713100012,-4.8969428689998695,ITM,2,8,
CAT,2025-04-10,CAT250417C00277500,CAT,2025-04-17 20:00:00,call,277.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,16.4,7,17.4,18.4,12,15.35,37,2,True,11.66,5.74,289.16,False,2.0,0.1149425287356322,0.959676303776456,-4.032369622354414,ITM,2,8,
CAT,2025-04-10,CAT250417C00280000,CAT,2025-04-17 20:00:00,call,280.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,13.95,137,15.175,16.4,18,12.4,50,5,True,9.16,6.015,289.16,False,2.4499999999999997,0.1614497528830312,0.9683220362429104,-3.1677963757089582,ITM,2,8,
CAT,2025-04-10,CAT250417C00282500,CAT,2025-04-17 20:00:00,call,282.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,12.95,7,13.925,14.9,9,13.28,11,12,True,6.66,7.265,289.16,False,1.950000000000001,0.1400359066427289,0.976967768709365,-2.3032231290635026,ATM,2,8,
CAT,2025-04-10,CAT250417C00285000,CAT,2025-04-17 20:00:00,call,285.0,2025-03-24 13:30:00,7,2025-04-10 20:00:00,10.5,146,11.75,13.0,18,12.2,52,8,True,4.16,7.59,289.16,False,2.5,0.2127659574468085,0.9856135011758196,-1.438649882418047,ATM,2,8,
CAT,2025-04-10,CAT250417C00287500,CAT,2025-04-17 20:00:00,call,287.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,8.95,156,10.1,11.25,21,11.6,65,31,True,1.66,8.44,289.16,False,2.3000000000000007,0.2277227722772278,0.994259233642274,-0.5740766357725913,ATM,2,8,
CAT,2025-04-10,CAT250417C00290000,CAT,2025-04-17 20:00:00,call,290.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,7.65,171,8.725,9.8,29,8.78,102,69,False,0.0,8.725,289.16,False,2.1500000000000004,0.2464183381088825,1.0029049661087286,0.2904966108728645,ATM,2,8,
CAT,2025-04-10,CAT250417C00292500,CAT,2025-04-17 20:00:00,call,292.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,5.95,78,7.25,8.55,15,7.55,18,6,False,0.0,7.25,289.16,False,2.6000000000000005,0.3586206896551724,1.0115506985751832,1.15506985751832,ATM,2,8,
CAT,2025-04-10,CAT250417C00295000,CAT,2025-04-17 20:00:00,call,295.0,2025-03-24 13:30:00,7,2025-04-10 20:00:00,5.0,204,6.15,7.3,53,6.7,382,14,False,0.0,6.15,289.16,False,2.3,0.3739837398373983,1.0201964310416378,2.019643104163776,ATM,2,8,
CAT,2025-04-10,CAT250417C00297500,CAT,2025-04-17 20:00:00,call,297.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,4.75,1,5.525,6.3,19,5.05,26,31,False,0.0,5.525,289.16,False,1.5499999999999998,0.2805429864253393,1.0288421635080922,2.8842163508092318,ATM,2,8,
CAT,2025-04-10,CAT250417C00300000,CAT,2025-04-17 20:00:00,call,300.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,4.05,1,4.7,5.35,25,4.5,145,112,False,0.0,4.7,289.16,False,1.2999999999999998,0.276595744680851,1.0374878959745468,3.748789597454688,OTM,2,8,
CAT,2025-04-10,CAT250417C00302500,CAT,2025-04-17 20:00:00,call,302.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,3.05,1,3.925,4.8,9,3.15,41,46,False,0.0,3.925,289.16,False,1.75,0.445859872611465,1.0461336284410014,4.613362844100143,OTM,2,8,
CAT,2025-04-10,CAT250417C00305000,CAT,2025-04-17 20:00:00,call,305.0,2025-03-24 13:30:00,7,2025-04-10 20:00:00,2.2,22,2.9,3.6,30,2.76,83,33,False,0.0,2.9,289.16,False,1.4,0.4827586206896551,1.054779360907456,5.477936090745599,OTM,2,8,
CAT,2025-04-10,CAT250417C00307500,CAT,2025-04-17 20:00:00,call,307.5,2025-03-24 13:30:00,7,2025-04-10 20:00:00,1.75,1,2.45,3.15,7,2.7,97,4,False,0.0,2.45,289.16,False,1.4,0.5714285714285714,1.0634250933739104,6.342509337391054,OTM,2,8,
CAT,2025-04-10,CAT250417C00310000,CAT,2025-04-17 20:00:00,call,310.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,0.74,5,1.505,2.27,20,1.81,685,543,False,0.0,1.505,289.16,False,1.53,1.0166112956810631,1.072070825840365,7.2070825840365105,OTM,2,8,
CAT,2025-04-10,CAT250417C00312500,CAT,2025-04-17 20:00:00,call,312.5,2025-03-24 13:30:00,7,2025-04-10 20:00:00,0.39,7,1.26,2.13,19,1.7,28,10,False,0.0,1.26,289.16,False,1.7399999999999998,1.3809523809523807,1.0807165583068197,8.071655830681966,OTM,2,8,
CAT,2025-04-10,CAT250417C00315000,CAT,2025-04-17 20:00:00,call,315.0,2025-03-24 13:30:00,7,2025-04-10 20:00:00,1.0,1,1.095,1.19,23,1.11,97,6,False,0.0,1.095,289.16,False,0.1899999999999999,0.1735159817351597,1.0893622907732745,8.936229077327422,OTM,2,8,
CAT,2025-04-10,CAT250417C00317500,CAT,2025-04-17 20:00:00,call,317.5,2025-03-24 13:30:00,7,2025-04-10 20:00:00,0.0,0,0.89,1.78,17,0.85,13,3,False,0.0,0.89,289.16,True,1.78,2.0,1.098008023239729,9.800802323972878,OTM,2,8,
CAT,2025-04-10,CAT250417C00320000,CAT,2025-04-17 20:00:00,call,320.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,0.46,7,0.605,0.75,7,0.9,509,45,False,0.0,0.605,289.16,False,0.29,0.4793388429752065,1.1066537557061833,10.665375570618334,OTM,2,8,
CAT,2025-04-10,CAT250417C00322500,CAT,2025-04-17 20:00:00,call,322.5,2025-03-24 13:30:00,7,2025-04-10 20:00:00,0.0,0,0.99,1.98,16,2.0,25,0,False,0.0,0.99,289.16,True,1.98,2.0,1.115299488172638,11.52994881726379,OTM,2,8,
CAT,2025-04-10,CAT250417C00325000,CAT,2025-04-17 20:00:00,call,325.0,2025-03-24 13:30:00,7,2025-04-10 20:00:00,0.0,0,0.45,0.9,17,1.18,86,0,False,0.0,0.45,289.16,True,0.9,2.0,1.1239452206390923,12.394522063909244,OTM,2,8,
CAT,2025-04-10,CAT250417P00252500,CAT,2025-04-17 20:00:00,put,252.5,2025-04-08 13:30:00,7,2025-04-10 20:00:00,0.81,185,1.905,3.0,28,5.35,3,0,False,0.0,1.905,289.16,False,2.19,1.1496062992125984,0.8732189791119103,-12.67810208880897,OTM,2,8,
CAT,2025-04-10,CAT250417P00255000,CAT,2025-04-17 20:00:00,put,255.0,2025-04-07 13:30:00,7,2025-04-10 20:00:00,1.32,22,2.095,2.87,18,6.96,188,0,False,0.0,2.095,289.16,False,1.55,0.7398568019093078,0.8818647115783649,-11.813528842163516,OTM,2,8,
CAT,2025-04-10,CAT250417P00257500,CAT,2025-04-17 20:00:00,put,257.5,2025-04-08 13:30:00,7,2025-04-10 20:00:00,0.89,240,2.27,3.65,8,2.39,285,1,False,0.0,2.27,289.16,False,2.76,1.2158590308370043,0.8905104440448194,-10.94895559551806,OTM,2,8,
CAT,2025-04-10,CAT250417P00260000,CAT,2025-04-17 20:00:00,put,260.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,1.67,102,2.685,3.7,110,2.33,58,71,False,0.0,2.685,289.16,False,2.03,0.756052141527002,0.899156176511274,-10.084382348872603,OTM,2,8,
CAT,2025-04-10,CAT250417P00262500,CAT,2025-04-17 20:00:00,put,262.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,1.29,7,2.82,4.35,11,3.6,9,1,False,0.0,2.82,289.16,False,3.06,1.0851063829787233,0.9078019089777284,-9.219809102227147,OTM,2,8,
CAT,2025-04-10,CAT250417P00265000,CAT,2025-04-17 20:00:00,put,265.0,2025-04-07 13:30:00,7,2025-04-10 20:00:00,2.25,13,3.475,4.7,9,4.0,19,39,False,0.0,3.475,289.16,False,2.45,0.7050359712230216,0.9164476414441832,-8.355235855581693,OTM,2,8,
CAT,2025-04-10,CAT250417P00267500,CAT,2025-04-17 20:00:00,put,267.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,2.52,1,3.86,5.2,10,4.18,4,83,False,0.0,3.86,289.16,False,2.68,0.694300518134715,0.9250933739106376,-7.490662608936237,OTM,2,8,
CAT,2025-04-10,CAT250417P00270000,CAT,2025-04-17 20:00:00,put,270.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,2.5,14,3.9,5.3,14,5.55,305,75,False,0.0,3.9,289.16,False,2.8,0.717948717948718,0.9337391063770922,-6.626089362290781,OTM,2,8,
CAT,2025-04-10,CAT250417P00272500,CAT,2025-04-17 20:00:00,put,272.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,2.97,7,4.31,5.65,13,4.35,12,21,False,0.0,4.31,289.16,False,2.68,0.6218097447795825,0.9423848388435468,-5.761516115645326,OTM,2,8,
CAT,2025-04-10,CAT250417P00275000,CAT,2025-04-17 20:00:00,put,275.0,2025-04-07 13:30:00,7,2025-04-10 20:00:00,4.15,11,5.25,6.35,12,5.68,18,80,False,0.0,5.25,289.16,False,2.1999999999999997,0.4190476190476189,0.9510305713100012,-4.8969428689998695,OTM,2,8,
CAT,2025-04-10,CAT250417P00277500,CAT,2025-04-17 20:00:00,put,277.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,4.65,1,5.75,6.85,19,8.6,30,16,False,0.0,5.75,289.16,False,2.1999999999999997,0.3826086956521738,0.959676303776456,-4.032369622354414,OTM,2,8,
CAT,2025-04-10,CAT250417P00280000,CAT,2025-04-17 20:00:00,put,280.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,5.5,20,6.55,7.6,33,6.35,246,35,False,0.0,6.55,289.16,False,2.1,0.3206106870229007,0.9683220362429104,-3.1677963757089582,OTM,2,8,
CAT,2025-04-10,CAT250417P00282500,CAT,2025-04-17 20:00:00,put,282.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,6.2,5,7.35,8.5,14,8.11,24,69,False,0.0,7.35,289.16,False,2.3,0.3129251700680272,0.976967768709365,-2.3032231290635026,ATM,2,8,
CAT,2025-04-10,CAT250417P00285000,CAT,2025-04-17 20:00:00,put,285.0,2025-03-24 13:30:00,7,2025-04-10 20:00:00,7.05,5,8.25,9.45,18,8.75,61,35,False,0.0,8.25,289.16,False,2.3999999999999995,0.2909090909090908,0.9856135011758196,-1.438649882418047,ATM,2,8,
CAT,2025-04-10,CAT250417P00287500,CAT,2025-04-17 20:00:00,put,287.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,8.0,5,9.25,10.5,14,7.95,8,23,False,0.0,9.25,289.16,False,2.5,0.2702702702702703,0.994259233642274,-0.5740766357725913,ATM,2,8,
CAT,2025-04-10,CAT250417P00290000,CAT,2025-04-17 20:00:00,put,290.0,2025-01-14 14:30:00,7,2025-04-10 20:00:00,9.0,5,10.025,11.05,12,11.34,249,18,True,0.84,9.185,289.16,False,2.0500000000000007,0.2044887780548629,1.0029049661087286,0.2904966108728645,ATM,2,8,
CAT,2025-04-10,CAT250417P00292500,CAT,2025-04-17 20:00:00,put,292.5,2025-04-07 13:30:00,7,2025-04-10 20:00:00,9.2,13,10.7,12.2,12,12.7,293,2,True,3.34,7.36,289.16,False,3.0,0.2803738317757009,1.0115506985751832,1.15506985751832,ATM,2,8,
